id;name;muscleGroup;equipment;movementPattern;level;goals;defaultSets;repsMin;repsMax;restSeconds;tags;alternatives
wger-1087-dumbbell-hang-power-cleans;Dumbbell Hang Power Cleans;Back;Dumbbell;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|dumbbell|pull;
wger-1088-dumbbell-sumo-deadlift;Dumbbell sumo deadlift;Legs;Dumbbell;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|dumbbell|squat;
wger-1089-medicine-ball-twist;Medicine ball twist;Core;Bodyweight;Core;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;20;60;wger|core|bodyweight|obliquus-externus-abdominis|rectus-abdominis;
wger-1090-vpushup;Vpushup;Core;none (bodyweight exercise);Core;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;20;60;wger|core|none-bodyweight-exercise|pectoralis-major|quadriceps-femoris|rectus-abdominis;
wger-1091-plank-shoulder-taps;Plank Shoulder Taps;Core;Bodyweight;Core;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;20;60;wger|core|bodyweight|anterior-deltoid|gluteus-maximus|rectus-abdominis;
wger-1636-unilateral-cable-row;Unilateral Cable row;Back;Bench;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|bench|pull|latissimus-dorsi;
wger-1640-dumbbell-front-squat;Dumbbell Front Squat;Legs;Dumbbell;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|dumbbell|squat|gluteus-maximus|quadriceps-femoris;
wger-1641-kettlebell-one-legged-deadlift;Kettlebell One Legged Deadlift;Legs;Dumbbell;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|dumbbell|squat|gluteus-maximus;
wger-1642-dumbbell-hip-thrust;Dumbbell Hip Thrust;Legs;Dumbbell;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|dumbbell|squat|gluteus-maximus|quadriceps-femoris;
wger-1645-dumbbell-shrug;Dumbbell Shrug;Shoulders;Dumbbell;VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|dumbbell|verticalpush;
wger-1648-weighted-crunch;Weighted Crunch;Core;Dumbbell;Core;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;20;60;wger|core|dumbbell|obliquus-externus-abdominis;
wger-1650-dumbbell-side-bend;Dumbbell Side Bend;Core;Dumbbell;Core;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;20;60;wger|core|dumbbell|obliquus-externus-abdominis;
wger-1651-dumbbell-rear-lunge;Dumbbell Rear Lunge;Legs;Dumbbell;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|dumbbell|squat|gluteus-maximus|quadriceps-femoris;
wger-1653-dumbbell-side-squat;Dumbbell Side Squat;Legs;Bodyweight;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|bodyweight|squat|gluteus-maximus|quadriceps-femoris;
wger-1654-machine-lateral-wise;Machine lateral wise;Shoulders;Bodyweight;VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|bodyweight|verticalpush|anterior-deltoid;
wger-1655-machine-chest-press-exercise;Machine Chest Press Exercise;Chest;Bodyweight;HorizontalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|chest|bodyweight|horizontalpush|pectoralis-major;
wger-1104-walking;Walking;Arms;none (bodyweight exercise);Other;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|arms|none-bodyweight-exercise|other|biceps-femoris|gastrocnemius|gluteus-maximus;
wger-1188-flexion-lateral;Flexión lateral;Core;Dumbbell;Core;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;20;60;wger|core|dumbbell;
wger-1652-dumbbell-romanian-deadlift;Dumbbell Romanian Deadlift;Legs;Dumbbell;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|dumbbell|squat|biceps-femoris|gluteus-maximus;
wger-911-incline-skull-crush;Incline Skull Crush;Arms;Bodyweight;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|bodyweight|isolation|triceps-brachii;
wger-829-rear-delt-raise;Rear Delt Raise;Shoulders;Dumbbell;VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|dumbbell|verticalpush|anterior-deltoid|trapezius;
wger-1011-front-neck-stretch;Front neck stretch;Back;none (bodyweight exercise);Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|none-bodyweight-exercise|pull;
wger-9-2-handed-kettlebell-swing;2 Handed Kettlebell Swing;Core;Kettlebell;Core;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;20;60;wger|core|kettlebell;
wger-1093-rowing-machine;Rowing Machine;Shoulders;none (bodyweight exercise);Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|none-bodyweight-exercise|pull|anterior-deltoid|biceps-brachii|biceps-femoris;
wger-1094-seated-bench-press;Seated Bench Press;Chest;Bench;HorizontalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|chest|bench|horizontalpush|pectoralis-major;
wger-84-bent-over-rowing-reverse;Bent Over Rowing Reverse;Back;Barbell;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|barbell|pull|latissimus-dorsi;
wger-1096-abduction-while-standing;Abduction while standing;Legs;none (bodyweight exercise);Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|none-bodyweight-exercise|squat;
wger-1098-seated-rear-delt-rise;Seated rear delt rise;Back;Dumbbell;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|dumbbell|pull|latissimus-dorsi;
wger-1099-dynamic-side-hold;Dynamic side hold;Core;Kettlebell;Core;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;20;60;wger|core|kettlebell|obliquus-externus-abdominis;
wger-1100-wall-balls;Wall balls;Legs;Bodyweight;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|bodyweight|squat|anterior-deltoid|gluteus-maximus|quadriceps-femoris;
wger-1101-horizontal-traction-isometry;Horizontal traction isometry;Core;Bodyweight;Core;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;20;60;wger|core|bodyweight|latissimus-dorsi|pectoralis-major;
wger-1102-alternate-back-lunges;Alternate back lunges;Legs;none (bodyweight exercise);Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|none-bodyweight-exercise|squat|gluteus-maximus|quadriceps-femoris;
wger-1103-walking-bridge;walking bridge;Core;none (bodyweight exercise);Core;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;20;60;wger|core|none-bodyweight-exercise|rectus-abdominis;
wger-1105-seated-knee-tuck;Seated Knee Tuck;Core;none (bodyweight exercise);Core;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;20;60;wger|core|none-bodyweight-exercise|rectus-abdominis;
wger-1109-cable-concentration-curl;Cable Concentration Curl;Arms;Bodyweight;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|bodyweight|isolation|biceps-brachii|brachialis;
wger-1111-push-ups-incline;Push-Ups | Incline;Chest;Bench;HorizontalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|chest|bench|horizontalpush|pectoralis-major;
wger-1112-push-ups-decline;Push-Ups | Decline;Chest;Bench;HorizontalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|chest|bench|horizontalpush|pectoralis-major;
wger-1113-push-ups-parallettes;Push-Ups | Parallettes;Chest;Bodyweight;HorizontalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|chest|bodyweight|horizontalpush|pectoralis-major;
wger-1114-rest-for-timed-workouts;Rest (for timed workouts);Arms;Bodyweight;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|bodyweight|isolation;
wger-1115-3d-lunge-warmup;3D lunge warmup;Other;Dumbbell;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|other|dumbbell|squat;
wger-1116-dumbbell-farmer-s-carry;Dumbbell farmer's carry;Legs;Dumbbell;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|dumbbell|squat;
wger-1119-remo-maquina-agarre-estrecho;Remo maquina agarre estrecho;Back;Bodyweight;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|bodyweight|pull;
wger-1120-remo-maquina-agarre-estrecho-supino;Remo maquina agarre estrecho supino;Back;Bodyweight;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|bodyweight|pull;
wger-1124-jalon-abierto;Jalón abierto;Back;Bodyweight;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|bodyweight|pull|latissimus-dorsi;
wger-1125-jalon-abierto-supino;Jalón abierto supino;Back;Bodyweight;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|bodyweight|pull|latissimus-dorsi;
wger-1126-jalon-cerrado;Jalón cerrado;Back;Bodyweight;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|bodyweight|pull|latissimus-dorsi;
wger-1127-jalon-cerrado-supino;Jalón cerrado supino;Back;Bodyweight;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|bodyweight|pull|latissimus-dorsi;
wger-1131-extension-de-gluteos-en-polea;Extensión de gluteos en polea;Legs;Bodyweight;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|bodyweight|squat|gluteus-maximus;
wger-1132-extension-de-gluteo-en-maquina;Extensión de gluteo en máquina;Legs;Bodyweight;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|bodyweight|squat|gluteus-maximus;
wger-1136-jalones-pecho-neutro;JALONES PECHO NEUTRO;Back;Bodyweight;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|bodyweight|pull|biceps-brachii|latissimus-dorsi|serratus-anterior;
wger-1137-pull-over-polea-alta;PULL OVER POLEA ALTA;Back;Bodyweight;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|bodyweight|pull|latissimus-dorsi|serratus-anterior;
wger-1138-jalon-en-banco-inclinado;JALON EN BANCO INCLINADO;Back;Bodyweight;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|bodyweight|pull|latissimus-dorsi;
wger-1141-arabesque;Arabesque;Legs;none (bodyweight exercise);Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|none-bodyweight-exercise|squat|biceps-femoris|gluteus-maximus;
wger-1143-back-extension;Back extensión;Back;Bodyweight;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|bodyweight|pull|latissimus-dorsi|serratus-anterior;
wger-1185-triceps-pushdown;Triceps Pushdown;Arms;Bodyweight;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|bodyweight|isolation|triceps-brachii;
wger-1186-one-arm-bent-row;One Arm Bent Row;Back;Bodyweight;Pull;Advanced;FatLoss|Definition|MuscleGain|Fitness;4;6;10;120;wger|back|bodyweight|pull;
wger-1190-curl-de-biceps-con-agarre-prono;Curl de biceps con agarre prono;Arms;Dumbbell;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|dumbbell|isolation|biceps-brachii;
wger-1192-alternating-biceps-curls-with-dumbbell;Alternating Biceps Curls With Dumbbell;Arms;Dumbbell;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|dumbbell|isolation|biceps-brachii;
wger-1193-russian-twist;Russian Twist;Core;Dumbbell;Core;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;20;60;wger|core|dumbbell|latissimus-dorsi|obliquus-externus-abdominis|rectus-abdominis;
wger-1194-pallof-press;PALLOF PRESS;Core;Bodyweight;Core;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;20;60;wger|core|bodyweight|anterior-deltoid|gluteus-maximus|obliquus-externus-abdominis;
wger-1195-side-slides-squats;Side Slides + Squats;Legs;none (bodyweight exercise);Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|none-bodyweight-exercise|squat|quadriceps-femoris;
wger-1196-wall-drills;Wall Drills;Legs;none (bodyweight exercise);Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|none-bodyweight-exercise|squat|quadriceps-femoris;
wger-1198-inverted-rows;Inverted Rows;Chest;none (bodyweight exercise);HorizontalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|chest|none-bodyweight-exercise|horizontalpush|biceps-brachii|latissimus-dorsi;
wger-1200-tibialis-raises;Tibialis raises;Legs;none (bodyweight exercise);CalfRaise;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|legs|none-bodyweight-exercise|calfraise;
wger-1201-dragon-squat;Dragon squat;Legs;none (bodyweight exercise);Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|none-bodyweight-exercise|squat|quadriceps-femoris;
wger-1202-side-lying-hip-abduction;Side Lying Hip Abduction;Legs;none (bodyweight exercise);Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|none-bodyweight-exercise|squat;
wger-1203-calf-raises-left-leg;Calf raises, left leg;Legs;none (bodyweight exercise);CalfRaise;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|legs|none-bodyweight-exercise|calfraise|gastrocnemius;
wger-1204-cycling-cardio-session;Cycling cardio session;Other;Bodyweight;Bodyweight;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|other|bodyweight;
wger-1205-wrist-curl-dumbbells;Wrist curl, dumbbells;Arms;Dumbbell;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|dumbbell|isolation;
wger-1207-scorpion-kick;Scorpion Kick;Back;none (bodyweight exercise);Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|none-bodyweight-exercise|pull;
wger-1208-prisoner-squat;Prisoner Squat;Legs;none (bodyweight exercise);Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|none-bodyweight-exercise|squat;
wger-1210-skydiver-with-arms-in-t-position;Skydiver with arms in T-position;Back;none (bodyweight exercise);Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|none-bodyweight-exercise|pull;
wger-260-full-sit-outs;Full Sit Outs;Core;none (bodyweight exercise);Core;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;20;60;wger|core|none-bodyweight-exercise|gluteus-maximus|obliquus-externus-abdominis|rectus-abdominis;
wger-1215-reverse-snow-angel;Reverse Snow Angel;Back;none (bodyweight exercise);Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|none-bodyweight-exercise|pull|trapezius;
wger-1216-recruitment-pulls;Recruitment Pulls;Arms;Bodyweight;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|bodyweight|isolation;
wger-1217-finger-pushup;Finger Pushup;Arms;none (bodyweight exercise);Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|none-bodyweight-exercise|isolation;
wger-1218-knee-push-ups;knee push-ups;Arms;none (bodyweight exercise);Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|none-bodyweight-exercise|isolation|anterior-deltoid|pectoralis-major;
wger-1219-australian-pull-ups;Australian pull-ups;Arms;none (bodyweight exercise);Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|none-bodyweight-exercise|isolation|anterior-deltoid|biceps-brachii|latissimus-dorsi;
wger-1656-cable-chest-press-decline;Cable Chest Press - Decline;Chest;Bodyweight;HorizontalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|chest|bodyweight|horizontalpush|pectoralis-major;
wger-1714-shoulder-dumbbell-pendular-exercise;Shoulder Dumbbell Pendular Exercise;Shoulders;Dumbbell;VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|dumbbell|verticalpush|anterior-deltoid|latissimus-dorsi|pectoralis-major;
wger-1715-shoulder-external-rotation-with-dumbbell;Shoulder External Rotation with Dumbbell;Shoulders;Dumbbell;VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|dumbbell|verticalpush|anterior-deltoid|brachialis;
wger-1223-claps-over-the-head;Claps over the head;Arms;none (bodyweight exercise);Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|none-bodyweight-exercise|isolation|anterior-deltoid;
wger-1224-dumbbell-drag-curls;Dumbbell drag curls;Arms;Dumbbell;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|dumbbell|isolation|biceps-brachii;
wger-369-leg-extension;Leg Extension;Legs;Bodyweight;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|bodyweight|squat|quadriceps-femoris;
wger-1716-incline-shoulder-press-up;Incline Shoulder Press Up;Chest;Bench;HorizontalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|chest|bench|horizontalpush|anterior-deltoid|pectoralis-major;
wger-1225-dumbbell-wide-bicep-curls;Dumbbell wide bicep curls;Arms;Dumbbell;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|dumbbell|isolation|biceps-brachii;
wger-1717-neck-extension;Neck extension;Arms;Barbell;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|barbell|isolation|biceps-brachii;
wger-1226-dumbbell-bicep-curl-to-press;Dumbbell bicep curl to press;Arms;Dumbbell;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|dumbbell|isolation|biceps-brachii;
wger-1227-dumbbell-rear-delt-row;Dumbbell rear delt row;Shoulders;Dumbbell;VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|dumbbell|verticalpush|anterior-deltoid|brachialis|trapezius;
wger-1228-dumbbell-close-grip-bench-press;Dumbbell close grip bench press;Arms;Dumbbell;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|dumbbell|isolation|pectoralis-major|triceps-brachii;
wger-599-snach;Snach;Shoulders;Barbell;VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|barbell|verticalpush|anterior-deltoid;
wger-1230-triceps-stretch-left;Triceps stretch left;Arms;none (bodyweight exercise);Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|none-bodyweight-exercise|isolation|triceps-brachii;
wger-921-seated-cable-rows;Seated Cable Rows;Back;Bodyweight;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|bodyweight|pull|latissimus-dorsi;
wger-1231-triceps-stretch-right;Triceps stretch right;Arms;none (bodyweight exercise);Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|none-bodyweight-exercise|isolation|triceps-brachii;
wger-1232-standing-biceps-stretch-left;Standing biceps stretch left;Arms;none (bodyweight exercise);Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|none-bodyweight-exercise|isolation|anterior-deltoid|biceps-brachii|pectoralis-major;
wger-1233-standing-biceps-stretch-right;Standing biceps stretch right;Arms;Bodyweight;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|bodyweight|isolation|anterior-deltoid|biceps-brachii|pectoralis-major;
wger-1234-dumbbell-single-leg-hip-thrust;Dumbbell Single-leg Hip Thrust;Legs;Barbell;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|barbell|squat|gluteus-maximus;
wger-1718-remo-alto-polea-alta;Remo alto polea alta;Back;Barbell;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|barbell|pull|obliquus-externus-abdominis|serratus-anterior|triceps-brachii;
wger-1238-frog-stand;Frog stand;Core;none (bodyweight exercise);Core;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;20;60;wger|core|none-bodyweight-exercise|anterior-deltoid|biceps-brachii|brachialis;
wger-1239-standing-calf-stretch;Standing Calf Stretch;Legs;none (bodyweight exercise);Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|none-bodyweight-exercise|squat|gastrocnemius;
wger-1092-bag-training;Bag training;Shoulders;none (bodyweight exercise);Other;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|none-bodyweight-exercise|other|anterior-deltoid|pectoralis-major|trapezius;
wger-1240-standing-soleus-stretch;Standing Soleus Stretch;Legs;none (bodyweight exercise);Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|none-bodyweight-exercise|squat|soleus;
wger-1241-exercise-band-dorsiflexion;Exercise Band Dorsiflexion;Legs;none (bodyweight exercise);Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|none-bodyweight-exercise|squat|soleus;
wger-1117-seated-cable-row;Seated Cable Row;Back;Bodyweight;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|bodyweight|pull;
wger-1242-exercise-band-plantarflexion;Exercise Band Plantarflexion;Legs;none (bodyweight exercise);Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|none-bodyweight-exercise|squat|gastrocnemius;
wger-1243-double-leg-calf-raise;Double Leg Calf Raise;Legs;none (bodyweight exercise);Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|none-bodyweight-exercise|squat|gastrocnemius|soleus;
wger-1244-yoga-exercise-cow-cat;Yoga exercise: Cow-cat;Back;Bodyweight;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|bodyweight|pull|anterior-deltoid|latissimus-dorsi|trapezius;
wger-1245-front-lever;Front Lever;Core;none (bodyweight exercise);Core;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;20;60;wger|core|none-bodyweight-exercise|latissimus-dorsi|rectus-abdominis;
wger-1209-shoulder-width-three-point-push-up;Shoulder width three-point push-up;Arms;none (bodyweight exercise);Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|none-bodyweight-exercise|isolation;
wger-1246-trx-roll-out;TRX roll out;Core;none (bodyweight exercise);Core;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;20;60;wger|core|none-bodyweight-exercise|rectus-abdominis;
wger-1248-ice-scream-maker;Ice Scream maker;Core;none (bodyweight exercise);Core;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;20;60;wger|core|none-bodyweight-exercise|latissimus-dorsi;
wger-851-leg-extension;Leg Extension;Legs;Bodyweight;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|bodyweight|squat|quadriceps-femoris;
wger-1252-front-lever-pull-up;Front lever pull-up;Core;Bodyweight;Core;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;20;60;wger|core|bodyweight|biceps-brachii|latissimus-dorsi|rectus-abdominis;
wger-1214-front-lever-tuck;Front lever tuck;Back;Bodyweight;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|bodyweight|pull|anterior-deltoid|biceps-brachii|latissimus-dorsi;
wger-1259-trx-obliques;TRX Obliques;Core;Bodyweight;Core;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;20;60;wger|core|bodyweight|obliquus-externus-abdominis|rectus-abdominis|serratus-anterior;
wger-1260-trx-hammer-curl;TRX hammer curl;Arms;Bodyweight;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|bodyweight|isolation|biceps-brachii;
wger-142-cable-external-rotation;Cable External Rotation;Shoulders;Bodyweight;VerticalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|shoulders|bodyweight|verticalpush|anterior-deltoid;
wger-1261-trx-gorilla-biceps-curl;TRX gorilla biceps curl;Arms;Bodyweight;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|bodyweight|isolation|brachialis;
wger-1262-trx-single-arm-bicep-curl;Trx Single Arm Bicep Curl;Arms;Bodyweight;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|bodyweight|isolation|biceps-brachii|brachialis;
wger-1263-back-bridge;Back bridge;Back;none (bodyweight exercise);Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|none-bodyweight-exercise|pull;
wger-1266-trx-tricep-extension;TRX Tricep Extension;Arms;Bodyweight;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|bodyweight|isolation|triceps-brachii;
wger-1269-trx-dips;TRX dips;Arms;Bodyweight;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|bodyweight|isolation|triceps-brachii;
wger-1270-low-pulley-cable-fly;Low Pulley Cable Fly;Chest;Bodyweight;HorizontalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|chest|bodyweight|horizontalpush|pectoralis-major;
wger-1273-pullover;Pullover;Back;Dumbbell;Pull;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|back|dumbbell|pull|pectoralis-major;
wger-1274-sitting-calf-stretch-dorsiflexion;Sitting Calf Stretch (Dorsiflexion);Legs;Bodyweight;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|bodyweight|squat|gastrocnemius|soleus;
wger-1275-plantarflexion-stretch-with-band;Plantarflexion Stretch with Band;Legs;Bodyweight;Squat;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;120;wger|legs|bodyweight|squat;
wger-1277-incline-dumbbell-press;Incline Dumbbell Press;Chest;Dumbbell;HorizontalPush;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;8;12;90;wger|chest|dumbbell|horizontalpush|pectoralis-major;
wger-1280-biceps-close-grip-pull-down;Biceps Close Grip Pull Down;Arms;Bodyweight;Isolation;Intermediate;FatLoss|Definition|MuscleGain|Fitness;3;12;15;75;wger|arms|bodyweight|isolation|biceps-brachii;
